farm,trap_count,year,date,tempf,dwpf,drct,feel,regression_count,poisson_count,NB_count,poisson_count_farm,NB_count_farm
Mason-B,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,2,2,2,1,1
Litchfield-W,0,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,2,2,2,7,7
Hollis-B,0,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,2,2,2,2,2
Mason-B,0,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,2,2,2,1,1
Litchfield-W,8,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,5,5
Milford-S,8,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,7,7
Hollis-K,12,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,5,5
Hollis-B,32,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,4,4
Nashua-S,12,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,0,0
Antrim-T,19,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,0,0
Jaffrey-C,11,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,2,2
Mason-B,0,2007,2007-06-04,57.76590909090912,52.18659090909095,92.34848484848484,56.87541666666669,3,3,3,1,2
Merrimack-T,0,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,0,0
Litchfield-W,7,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,6,5
Pelham-G,5,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,2,2
Milford-S,14,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,6,6
Hollis-K,7,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,4,4
Hollis-B,18,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,5,5
Hollis-L,24,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,2,2
Nashua-S,9,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,1,1
Antrim-T,17,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,1,1
Jaffrey-C,13,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,2,2
Mason-B,4,2007,2007-06-11,61.50434389140273,54.14552036199093,123.9366515837104,61.41434389140273,2,2,2,1,1
Merrimack-T,0,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,0,0
Litchfield-W,4,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,6,5
Pelham-G,5,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,1,1
Milford-S,10,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,6,7
Hollis-K,7,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,1,1
Hollis-B,9,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,7,6
Hollis-L,0,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,0,0
Nashua-S,5,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,2,2
Antrim-T,9,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,2,2
Jaffrey-C,14,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,3,3
Mason-B,3,2007,2007-06-18,65.56257668711659,50.32110429447853,225.33742331288343,65.44969325153376,1,1,1,1,1
Merrimack-T,0,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,0,0
Litchfield-W,1,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,10,11
Pelham-G,4,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,2,2
Milford-S,11,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,6,6
Hollis-K,5,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,3,3
Hollis-B,3,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,3,3
Hollis-L,0,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,0,1
Nashua-S,0,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,1,1
Antrim-T,8,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,1,1
Jaffrey-C,14,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,1,1
Mason-B,3,2007,2007-06-25,71.81917159763314,57.47775147928991,119.5266272189349,72.33384615384611,2,2,2,2,1
Merrimack-T,1,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,0,0
Litchfield-W,1,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,6,6
Pelham-G,2,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,2,2
Milford-S,23,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,6,7
Hollis-K,3,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,4,4
Hollis-B,5,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,6,6
Hollis-L,0,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,2,2
Nashua-S,1,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,1,1
Antrim-T,5,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,1,1
Jaffrey-C,1,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,2,2
Mason-B,3,2007,2007-07-02,66.1219534883721,58.00772093023247,125.25581395348837,66.08479069767442,2,2,2,2,2
Merrimack-T,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,0,0
Litchfield-W,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,6,6
Pelham-G,2,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,2,2
Milford-S,3,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,6,6
Hollis-K,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,7,7
Hollis-B,2,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,6,6
Hollis-L,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,4,3
Nashua-S,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,0,0
Antrim-T,1,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,1,1
Jaffrey-C,3,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,2,2
Mason-B,2,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,3,3,3,2,2
Merrimack-T,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,0,0
Litchfield-W,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,6,5
Pelham-G,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,2,2
Milford-S,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,6,7
Hollis-K,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,5,5
Hollis-B,2,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,6,6
Hollis-L,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,3,3
Nashua-S,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,1,1
Antrim-T,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,1,1
Jaffrey-C,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,3,3
Mason-B,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,3,3,3,2,2
Merrimack-T,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,0,0
Litchfield-W,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,8,8
Pelham-G,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,3,3
Milford-S,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,6,6
Hollis-K,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,8,8
Hollis-B,1,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,4,4
Hollis-L,1,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,3,3
Nashua-S,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,0,0
Antrim-T,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,1,1
Jaffrey-C,3,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,1,1
Mason-B,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,3,3,3,2,2
Merrimack-T,0,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,0,0
Litchfield-W,0,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,8,9
Pelham-G,3,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,2,2
Milford-S,4,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,6,6
Hollis-K,7,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,6,6
Hollis-B,52,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,4,4
Hollis-L,3,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,2,2
Nashua-S,0,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,0,0
Antrim-T,2,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,1,1
Jaffrey-C,18,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,2,2
Mason-B,0,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,3,3,3,2,2
Merrimack-T,0,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,0,0
Litchfield-W,1,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,6,6
Pelham-G,17,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,2,2
Milford-S,9,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,6,6
Hollis-K,6,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,6,6
Hollis-B,54,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,6,6
Hollis-L,1,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,3,3
Nashua-S,4,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,0,0
Antrim-T,13,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,1,1
Jaffrey-C,48,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,2,3
Mason-B,2,2007,2007-08-06,67.76634538152607,61.987550200803184,99.23694779116465,68.01907630522088,3,3,3,2,2
Merrimack-T,0,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,0,0
Litchfield-W,0,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,6,6
Pelham-G,2,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,2,2
Milford-S,15,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,6,6
Hollis-K,3,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,5,5
Hollis-B,7,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,5,5
Hollis-L,0,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,2,2
Nashua-S,1,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,0,0
Antrim-T,2,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,1,1
Jaffrey-C,10,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,2,2
Mason-B,2,2007,2007-08-13,65.92782222222223,57.978222222222186,109.82222222222222,66.01057777777778,2,3,3,2,2
Merrimack-T,0,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,0,0
Litchfield-W,0,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,7,7
Pelham-G,0,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,2,2
Milford-S,2,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,6,6
Hollis-K,1,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,5,5
Hollis-B,7,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,5,5
Hollis-L,0,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,2,2
Nashua-S,0,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,0,0
Antrim-T,3,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,1,1
Jaffrey-C,3,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,2,2
Mason-B,0,2007,2007-08-20,67.18582417582415,58.65857142857144,108.68131868131869,67.90313186813184,2,2,2,2,2
Merrimack-T,0,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,0,0
Litchfield-W,9,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,6,5
Pelham-G,0,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,2,2
Milford-S,26,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,6,7
Hollis-K,0,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,3,3
Hollis-B,5,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,7,7
Hollis-L,0,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,2,2
Nashua-S,3,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,1,1
Antrim-T,8,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,2,2
Jaffrey-C,2,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,3,4
Mason-B,0,2007,2007-08-27,67.3325654450262,57.66722513088997,165.4973821989529,67.33591623036654,2,2,2,1,1
Merrimack-T,0,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,0,0
Litchfield-W,4,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,8,9
Pelham-G,0,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,2,2
Milford-S,8,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,6,6
Hollis-K,0,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,5,5
Hollis-B,1,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,3,3
Hollis-L,0,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,1,1
Nashua-S,5,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,0,0
Antrim-T,2,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,1,1
Jaffrey-C,0,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,1,1
Mason-B,1,2007,2007-09-03,67.19514851485145,57.26039603960395,80.0990099009901,67.44806930693066,3,3,2,2,2
Merrimack-T,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,0,0
Litchfield-W,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,5,5
Pelham-G,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,3,3
Milford-S,2,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,6,6
Hollis-K,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,5,5
Hollis-B,3,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,5,5
Hollis-L,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,3,3
Nashua-S,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,0,0
Antrim-T,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,1,1
Jaffrey-C,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,2,2
Mason-B,0,2007,2007-09-10,58.238359374999916,53.47960937499995,94.0625,58.139179687499905,3,3,3,2,2
Merrimack-T,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,0,0
Litchfield-W,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,6,6
Pelham-G,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,2,2
Milford-S,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,6,6
Hollis-K,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,4,4
Hollis-B,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,4,4
Hollis-L,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,2,2
Nashua-S,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,0,0
Antrim-T,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,1,1
Jaffrey-C,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,2,2
Mason-B,0,2007,2007-09-17,58.62602040816328,51.02744897959184,111.07142857142857,58.12066326530613,2,2,2,1,1
Merrimack-T,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,0,0
Litchfield-W,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,6,6
Pelham-G,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,2,2
Milford-S,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,6,7
Hollis-K,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,4,4
Hollis-B,1,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,6,6
Hollis-L,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,2,2
Nashua-S,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,1,1
Antrim-T,0,2007,2007-09-24,66.55982456140349,57.909561403508675,130.30701754385964,66.58622807017541,2,2,2,1,1
