farm,trap_count,year,date,tempf,dwpf,drct,feel,regression_count,poisson_count,NB_count,poisson_count_farm
Merrimack-T,0,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,2
Hollis-L,5,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,9
Hollis-B,1,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,16
Hollis-K,2,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,11
Milford-S,1,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,9
Antrim-T,1,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,5
Mason-B,1,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,7
Peterborough-R,0,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,2
Plainfield-E,2,2006,2006-07-10,71.83090909090903,66.4917818181818,59.74545454545454,72.60825454545457,10,10,10,0
Pelham-G,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,5
Litchfield-W,1,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,15
Litchfield-M,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,11
Merrimack-T,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,3
Hollis-L,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,11
Milford-L,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,0
Hollis-B,1,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,25
Hollis-K,2,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,16
Milford-S,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,10
Antrim-T,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,6
Mason-B,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,10
Peterborough-R,1,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,4
Plainfield-E,0,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,0
NorthHaverhill-B,3,2006,2006-07-17,73.20017467248903,66.51580786026202,101.00436681222708,74.15078602620085,11,11,11,0
Pelham-G,0,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,4
Litchfield-W,4,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,30
Litchfield-M,0,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,11
Merrimack-T,0,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,2
Hollis-L,2,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,7
Milford-L,3,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,0
Hollis-B,5,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,19
Hollis-K,5,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,12
Milford-S,2,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,15
Antrim-T,0,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,9
Mason-B,10,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,9
Peterborough-R,1,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,0
Plainfield-E,0,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,0
NorthHaverhill-B,2,2006,2006-07-24,76.52320512820509,66.14666666666672,71.21794871794872,77.9455128205128,11,12,12,0
Pelham-G,1,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,6
Litchfield-W,9,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,20
Litchfield-M,1,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,13
Merrimack-T,1,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,4
Hollis-L,5,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,10
Milford-L,4,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,0
Hollis-B,6,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,36
Hollis-K,5,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,19
Milford-S,6,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,13
Antrim-T,2,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,9
Mason-B,8,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,11
Peterborough-R,1,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,2
NorthHaverhill-B,1,2006,2006-07-31,73.57790575916236,64.51193717277482,111.46596858638743,75.21031413612576,12,13,13,0
Pelham-G,2,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,12
Litchfield-W,16,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,29
Litchfield-M,5,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,10
Merrimack-T,0,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,3
Hollis-L,1,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,10
Milford-L,5,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,0
Hollis-B,11,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,47
Hollis-K,7,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,24
Milford-S,6,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,19
Antrim-T,1,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,12
Mason-B,1,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,20
Peterborough-R,2,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,1
Plainfield-E,0,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,0
NorthHaverhill-B,2,2006,2006-08-07,68.12641975308635,54.40308641975307,185.80246913580248,68.20697530864193,12,13,14,0
Pelham-G,12,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,5
Litchfield-W,22,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,23
Litchfield-M,24,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,10
Merrimack-T,2,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,3
Hollis-L,1,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,12
Milford-L,0,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,0
Hollis-B,23,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,31
Hollis-K,3,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,16
Milford-S,5,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,11
Antrim-T,0,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,5
Mason-B,5,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,12
Jaffrey-C,10,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,0
Plainfield-E,2,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,0
NorthHaverhill-B,0,2006,2006-08-21,61.42423236514528,55.16157676348549,131.41078838174275,61.338879668049785,11,11,11,0
Pelham-G,5,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,3
Litchfield-W,18,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,30
Litchfield-M,25,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,9
Merrimack-T,2,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,2
Hollis-L,37,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,11
Milford-L,16,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,0
Hollis-B,34,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,22
Hollis-K,14,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,12
Milford-S,29,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,10
Antrim-T,1,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,5
Mason-B,1,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,9
Jaffrey-C,1,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,0
Plainfield-E,3,2006,2006-08-28,60.727258064516086,55.38604838709666,96.49193548387096,60.69645161290319,10,10,10,0
Pelham-G,7,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,4
Litchfield-W,18,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,26
Litchfield-M,1,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,9
Merrimack-T,0,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,3
Hollis-L,7,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,12
Milford-L,4,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,0
Hollis-B,4,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,26
Hollis-K,3,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,14
Milford-S,3,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,11
Antrim-T,3,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,5
Mason-B,1,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,11
Jaffrey-C,2,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,0
Plainfield-E,1,2006,2006-09-11,60.50769841269843,54.48841269841269,120.11904761904762,60.23678571428574,11,10,10,0
Pelham-G,0,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,3
Litchfield-W,2,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,33
Litchfield-M,1,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,8
Merrimack-T,1,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,1
Hollis-L,0,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,9
Milford-L,0,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,0
Hollis-B,4,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,16
Hollis-K,4,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,10
Milford-S,2,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,11
Antrim-T,3,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,5
Mason-B,0,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,9
Jaffrey-C,1,2006,2006-09-18,63.16181102362205,56.833464566929116,83.11023622047244,62.88153543307087,10,10,9,0
Pelham-G,0,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,3
Litchfield-W,13,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,56
Litchfield-M,8,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,9
Merrimack-T,1,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,2
Hollis-L,3,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,10
Milford-L,0,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,0
Hollis-B,2,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,23
Hollis-K,2,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,11
Milford-S,0,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,13
Antrim-T,2,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,5
Mason-B,0,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,10
Jaffrey-C,0,2006,2006-09-25,54.94718446601942,48.39378640776697,98.25242718446601,54.64970873786407,10,10,10,0
Pelham-G,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,6
Litchfield-W,1,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,39
Litchfield-M,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,9
Merrimack-T,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,3
Hollis-L,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,12
Milford-L,2,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,0
Hollis-B,2,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,36
Hollis-K,3,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,17
Milford-S,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,14
Antrim-T,0,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,6
Mason-B,1,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,15
Jaffrey-C,2,2006,2006-10-02,54.387087378640764,46.26611650485437,161.84466019417476,53.45169902912618,11,11,11,0
Pelham-G,1,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,3
Litchfield-W,3,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,105
Litchfield-M,1,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,8
Merrimack-T,1,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,1
Hollis-L,2,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,8
Milford-L,1,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,0
Hollis-B,0,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,22
Hollis-K,1,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,10
Milford-S,3,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,20
Antrim-T,1,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,7
Mason-B,0,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,12
Jaffrey-C,2,2006,2006-10-09,54.01310679611644,43.626407766990354,106.2621359223301,53.43810679611641,10,11,11,0
Merrimack-T,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,2
Litchfield-M,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,10
Litchfield-W,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,20
Pelham-G,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,3
Milford-S,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,9
Hollis-K,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,13
Hollis-B,1,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,20
Hollis-JL,2,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,0
Hollis-L,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,11
Antrim-T,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,5
Jaffrey-C,0,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,0
Mason-B,1,2007,2007-07-09,66.42849420849419,61.41490347490355,88.8030888030888,66.62405405405403,10,10,10,9
Merrimack-T,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,2
Litchfield-M,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,10
Litchfield-W,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,18
Pelham-G,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,5
Milford-S,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,10
Hollis-K,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,15
Hollis-B,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,24
Hollis-JL,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,0
Hollis-L,4,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,11
Antrim-T,0,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,6
Jaffrey-C,1,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,0
Mason-B,3,2007,2007-07-16,67.7572173913043,60.90156521739137,118.95652173913044,67.76373913043476,11,11,10,11
Merrimack-T,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,1
Litchfield-M,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,9
Litchfield-W,4,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,24
Hudson-S,8,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,0
Pelham-G,0,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,3
Milford-S,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,10
Milford-L,9,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,0
Hollis-K,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,10
Hollis-B,3,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,14
Hollis-JL,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,0
Hollis-L,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,8
Antrim-T,1,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,6
Jaffrey-C,1,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,0
Mason-B,2,2007,2007-07-23,71.21455319148937,64.77897872340426,58.97872340425532,71.80838297872346,10,10,10,8
Merrimack-T,1,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,1
Litchfield-M,6,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,10
Litchfield-W,20,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,25
Hudson-S,15,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,0
Pelham-G,5,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,4
Milford-S,0,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,13
Milford-L,3,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,0
Hollis-K,4,2007,2007-07-30,74.3609708737864,64.75805825242713,88.68932038834951,75.19344660194174,11,11,12,13
